trial_id,user_id,snapshot_date,trial_started_at,country,device_type,sessions_day1,sessions_day2,sessions_day3,listen_sessions_3d,total_minutes_3d,converted,sessions_3d,active_days_3d,day1_share,listen_share,avg_session_minutes
463,27938,2026-09-24,2026-08-12,Rest,iOS,10,7,5,4,254,1,22,3,0.45454545454545453,0.18181818181818182,11.545454545454545
464,27939,2026-09-24,2026-08-12,US,Web,1,2,0,0,20,1,3,2,0.3333333333333333,0.0,6.666666666666667
465,27940,2026-09-24,2026-08-12,US,iOS,3,3,6,4,132,1,12,3,0.25,0.3333333333333333,11.0
466,27941,2026-09-24,2026-08-12,US,iOS,3,1,4,7,65,1,8,3,0.375,0.875,8.125
467,27943,2026-09-24,2026-08-12,US,Android,1,0,4,1,33,0,5,2,0.2,0.2,6.6
468,27948,2026-09-24,2026-08-12,EU,Web,11,0,2,6,92,0,13,2,0.8461538461538461,0.46153846153846156,7.076923076923077
469,27949,2026-09-24,2026-08-12,EU,iOS,8,8,8,12,300,1,24,3,0.3333333333333333,0.5,12.5
470,27950,2026-09-24,2026-08-12,US,Android,7,2,3,4,146,1,12,3,0.5833333333333334,0.3333333333333333,12.166666666666666
471,27951,2026-09-24,2026-08-12,US,Android,5,3,4,4,99,1,12,3,0.4166666666666667,0.3333333333333333,8.25
472,27952,2026-09-24,2026-08-12,US,Web,6,6,4,1,115,0,16,3,0.375,0.0625,7.1875
473,27954,2026-09-24,2026-08-12,India,Web,0,0,1,1,6,0,1,1,0.0,1.0,6.0
474,27955,2026-09-24,2026-08-12,US,Android,0,1,2,2,29,0,3,2,0.0,0.6666666666666666,9.666666666666666
475,27956,2026-09-24,2026-08-12,US,Android,5,1,1,2,82,1,7,3,0.7142857142857143,0.2857142857142857,11.714285714285714
476,27957,2026-09-24,2026-08-12,India,Android,2,0,1,2,61,1,3,2,0.6666666666666666,0.6666666666666666,20.333333333333332
477,27960,2026-09-24,2026-08-12,India,Android,1,2,1,1,40,0,4,3,0.25,0.25,10.0
478,27961,2026-09-24,2026-08-12,US,iOS,0,1,5,5,51,1,6,2,0.0,0.8333333333333334,8.5
479,27962,2026-09-24,2026-08-12,India,Android,3,3,2,1,79,1,8,3,0.375,0.125,9.875
480,27964,2026-09-24,2026-08-12,Rest,iOS,6,0,0,0,28,0,6,1,1.0,0.0,4.666666666666667
481,27965,2026-09-24,2026-08-12,US,Web,1,5,2,2,102,1,8,3,0.125,0.25,12.75
482,27966,2026-09-24,2026-08-12,India,iOS,3,2,4,2,52,1,9,3,0.3333333333333333,0.2222222222222222,5.777777777777778
483,27967,2026-09-24,2026-08-12,EU,Android,6,4,7,5,194,1,17,3,0.35294117647058826,0.29411764705882354,11.411764705882353
484,27970,2026-09-24,2026-08-12,India,iOS,1,3,0,3,27,1,4,2,0.25,0.75,6.75
485,27971,2026-09-24,2026-08-12,US,Android,6,1,0,2,70,0,7,2,0.8571428571428571,0.2857142857142857,10.0
486,27972,2026-09-24,2026-08-12,EU,iOS,0,1,1,1,12,0,2,2,0.0,0.5,6.0
487,27973,2026-09-24,2026-08-13,India,Android,5,1,1,2,79,0,7,3,0.7142857142857143,0.2857142857142857,11.285714285714286
488,27974,2026-09-24,2026-08-13,Rest,Android,3,0,0,1,22,0,3,1,1.0,0.3333333333333333,7.333333333333333
489,27977,2026-09-24,2026-08-13,India,Web,7,4,3,3,156,1,14,3,0.5,0.21428571428571427,11.142857142857142
490,27979,2026-09-24,2026-08-13,US,Web,6,2,0,3,97,0,8,2,0.75,0.375,12.125
491,27981,2026-09-24,2026-08-13,US,iOS,4,1,2,3,116,0,7,3,0.5714285714285714,0.42857142857142855,16.571428571428573
492,27982,2026-09-24,2026-08-13,EU,Android,16,3,2,3,390,1,21,3,0.7619047619047619,0.14285714285714285,18.571428571428573
493,27985,2026-09-24,2026-08-13,India,iOS,5,2,5,11,86,1,12,3,0.4166666666666667,0.9166666666666666,7.166666666666667
494,27988,2026-09-24,2026-08-13,EU,iOS,2,3,2,0,102,0,7,3,0.2857142857142857,0.0,14.571428571428571
495,27992,2026-09-24,2026-08-13,EU,Web,10,1,1,2,79,0,12,3,0.8333333333333334,0.16666666666666666,6.583333333333333
496,27993,2026-09-24,2026-08-13,US,Web,6,5,2,9,180,1,13,3,0.46153846153846156,0.6923076923076923,13.846153846153847
497,27994,2026-09-24,2026-08-13,EU,Web,1,1,3,3,34,0,5,3,0.2,0.6,6.8
498,27996,2026-09-24,2026-08-13,Rest,Web,3,7,8,3,213,1,18,3,0.16666666666666666,0.16666666666666666,11.833333333333334
499,27998,2026-09-24,2026-08-13,US,Android,9,1,2,7,143,0,12,3,0.75,0.5833333333333334,11.916666666666666
500,27999,2026-09-24,2026-08-13,India,Android,1,0,1,0,31,0,2,2,0.5,0.0,15.5
501,28003,2026-09-24,2026-08-13,Rest,iOS,4,1,1,1,55,0,6,3,0.6666666666666666,0.16666666666666666,9.166666666666666
502,28005,2026-09-24,2026-08-13,EU,Android,5,0,0,1,56,1,5,1,1.0,0.2,11.2
503,28008,2026-09-24,2026-08-13,India,iOS,0,5,3,1,163,0,8,2,0.0,0.125,20.375
504,28009,2026-09-24,2026-08-13,Rest,iOS,5,8,5,5,180,0,18,3,0.2777777777777778,0.2777777777777778,10.0
505,28014,2026-09-24,2026-08-13,US,iOS,7,9,9,11,283,1,25,3,0.28,0.44,11.32
506,28016,2026-09-24,2026-08-13,Rest,iOS,5,1,2,0,108,0,8,3,0.625,0.0,13.5
507,28019,2026-09-24,2026-08-13,EU,Android,3,2,4,5,65,1,9,3,0.3333333333333333,0.5555555555555556,7.222222222222222
508,28020,2026-09-24,2026-08-13,India,iOS,5,1,2,5,112,0,8,3,0.625,0.625,14.0
509,28021,2026-09-24,2026-08-13,US,Web,4,0,0,2,10,0,4,1,1.0,0.5,2.5
510,28022,2026-09-24,2026-08-13,US,Web,2,1,1,3,39,0,4,3,0.5,0.75,9.75
511,28024,2026-09-24,2026-08-13,US,iOS,3,1,2,3,38,1,6,3,0.5,0.5,6.333333333333333
512,28025,2026-09-24,2026-08-13,Rest,Android,13,2,1,4,125,0,16,3,0.8125,0.25,7.8125
513,28027,2026-09-24,2026-08-13,India,iOS,4,0,1,4,74,0,5,2,0.8,0.8,14.8
514,28028,2026-09-24,2026-08-13,US,Android,7,9,9,5,217,1,25,3,0.28,0.2,8.68
515,28029,2026-09-24,2026-08-13,EU,iOS,0,0,0,0,0,0,0,0,0.0,0.0,0.0
516,28032,2026-09-24,2026-08-14,EU,iOS,1,3,5,5,51,1,9,3,0.1111111111111111,0.5555555555555556,5.666666666666667
517,28033,2026-09-24,2026-08-14,US,Android,6,2,5,12,207,1,13,3,0.46153846153846156,0.9230769230769231,15.923076923076923
518,28035,2026-09-24,2026-08-14,US,iOS,3,4,3,8,190,0,10,3,0.3,0.8,19.0
519,28036,2026-09-24,2026-08-14,US,iOS,5,2,3,2,127,1,10,3,0.5,0.2,12.7
520,28038,2026-09-24,2026-08-14,Rest,iOS,6,5,2,2,166,0,13,3,0.46153846153846156,0.15384615384615385,12.76923076923077
521,28039,2026-09-24,2026-08-14,India,Android,4,4,2,10,141,0,10,3,0.4,1.0,14.1
522,28040,2026-09-24,2026-08-14,EU,Web,0,1,1,0,20,0,2,2,0.0,0.0,10.0
523,28042,2026-09-24,2026-08-14,Rest,Android,4,3,3,5,89,1,10,3,0.4,0.5,8.9
524,28043,2026-09-24,2026-08-14,Rest,Web,6,2,6,0,123,1,14,3,0.42857142857142855,0.0,8.785714285714286
525,28045,2026-09-24,2026-08-14,US,iOS,2,6,4,3,119,1,12,3,0.16666666666666666,0.25,9.916666666666666
526,28047,2026-09-24,2026-08-14,US,iOS,1,0,0,0,4,0,1,1,1.0,0.0,4.0
527,28049,2026-09-24,2026-08-14,EU,Android,3,1,2,1,55,0,6,3,0.5,0.16666666666666666,9.166666666666666
528,28050,2026-09-24,2026-08-14,India,iOS,9,2,0,1,109,0,11,2,0.8181818181818182,0.09090909090909091,9.909090909090908
529,28051,2026-09-24,2026-08-14,Rest,iOS,7,5,6,4,153,1,18,3,0.3888888888888889,0.2222222222222222,8.5
530,28052,2026-09-24,2026-08-14,EU,Android,6,5,4,11,209,0,15,3,0.4,0.7333333333333333,13.933333333333334
531,28055,2026-09-24,2026-08-14,EU,Android,0,1,0,0,12,0,1,1,0.0,0.0,12.0
532,28057,2026-09-24,2026-08-14,US,Android,5,0,2,3,133,0,7,2,0.7142857142857143,0.42857142857142855,19.0
533,28060,2026-09-24,2026-08-14,US,Android,2,0,0,0,11,0,2,1,1.0,0.0,5.5
534,28061,2026-09-24,2026-08-14,US,Web,1,2,0,1,17,1,3,2,0.3333333333333333,0.3333333333333333,5.666666666666667
535,28063,2026-09-24,2026-08-14,EU,Android,1,0,0,0,43,0,1,1,1.0,0.0,43.0
536,28067,2026-09-24,2026-08-14,US,Android,2,2,4,4,86,1,8,3,0.25,0.5,10.75
537,28071,2026-09-24,2026-08-14,US,iOS,4,2,1,3,120,1,7,3,0.5714285714285714,0.42857142857142855,17.142857142857142
538,28075,2026-09-24,2026-08-14,US,Web,7,3,0,4,161,0,10,2,0.7,0.4,16.1
539,28076,2026-09-24,2026-08-14,Rest,iOS,19,0,3,16,259,1,22,2,0.8636363636363636,0.7272727272727273,11.772727272727273
540,28077,2026-09-24,2026-08-14,Rest,iOS,7,2,3,6,113,0,12,3,0.5833333333333334,0.5,9.416666666666666
541,28078,2026-09-24,2026-08-14,US,Web,4,1,1,1,65,0,6,3,0.6666666666666666,0.16666666666666666,10.833333333333334
542,28079,2026-09-24,2026-08-14,US,Web,5,5,1,2,116,0,11,3,0.45454545454545453,0.18181818181818182,10.545454545454545
543,28082,2026-09-24,2026-08-14,India,Web,5,5,4,3,149,0,14,3,0.35714285714285715,0.21428571428571427,10.642857142857142
544,28084,2026-09-24,2026-08-14,US,iOS,3,8,6,3,207,1,17,3,0.17647058823529413,0.17647058823529413,12.176470588235293
545,28087,2026-09-24,2026-08-14,EU,iOS,4,2,3,1,89,1,9,3,0.4444444444444444,0.1111111111111111,9.88888888888889
546,28089,2026-09-24,2026-08-14,EU,Web,4,0,0,1,28,0,4,1,1.0,0.25,7.0
547,28093,2026-09-24,2026-08-14,India,iOS,1,4,4,5,109,1,9,3,0.1111111111111111,0.5555555555555556,12.11111111111111
548,28094,2026-09-24,2026-08-14,EU,Android,14,2,0,9,145,0,16,2,0.875,0.5625,9.0625
549,28095,2026-09-24,2026-08-14,EU,Web,3,5,3,4,137,0,11,3,0.2727272727272727,0.36363636363636365,12.454545454545455
550,28096,2026-09-24,2026-08-14,EU,Android,3,5,5,6,128,1,13,3,0.23076923076923078,0.46153846153846156,9.846153846153847
551,28097,2026-09-24,2026-08-14,US,Web,4,1,1,1,20,0,6,3,0.6666666666666666,0.16666666666666666,3.3333333333333335
552,28098,2026-09-24,2026-08-14,EU,iOS,4,3,3,4,139,1,10,3,0.4,0.4,13.9
553,28099,2026-09-24,2026-08-14,Rest,Android,6,1,3,1,106,0,10,3,0.6,0.1,10.6
554,28100,2026-09-24,2026-08-14,US,Web,3,2,1,1,62,1,6,3,0.5,0.16666666666666666,10.333333333333334
555,28101,2026-09-24,2026-08-14,India,Web,0,0,2,1,13,0,2,1,0.0,0.5,6.5
556,28102,2026-09-24,2026-08-14,US,Android,9,5,2,11,234,1,16,3,0.5625,0.6875,14.625
557,28104,2026-09-24,2026-08-14,India,Web,2,2,2,1,100,0,6,3,0.3333333333333333,0.16666666666666666,16.666666666666668
558,28105,2026-09-24,2026-08-14,US,Web,3,0,2,2,50,1,5,2,0.6,0.4,10.0
559,28106,2026-09-24,2026-08-14,Rest,iOS,0,6,2,1,52,1,8,2,0.0,0.125,6.5
560,28108,2026-09-24,2026-08-14,EU,Web,15,9,7,23,337,1,31,3,0.4838709677419355,0.7419354838709677,10.870967741935484
561,28109,2026-09-24,2026-08-14,US,iOS,13,0,0,11,170,0,13,1,1.0,0.8461538461538461,13.076923076923077
562,28111,2026-09-24,2026-08-15,US,Android,0,1,2,2,41,1,3,2,0.0,0.6666666666666666,13.666666666666666
563,28113,2026-09-24,2026-08-15,US,Web,10,1,1,3,89,1,12,3,0.8333333333333334,0.25,7.416666666666667
564,28115,2026-09-24,2026-08-15,US,Android,2,1,1,3,129,1,4,3,0.5,0.75,32.25
565,28117,2026-09-24,2026-08-15,Rest,Web,3,1,5,2,121,0,9,3,0.3333333333333333,0.2222222222222222,13.444444444444445
566,28118,2026-09-24,2026-08-15,India,Web,0,5,1,3,72,0,6,2,0.0,0.5,12.0
567,28120,2026-09-24,2026-08-15,India,Android,0,2,1,1,85,1,3,2,0.0,0.3333333333333333,28.333333333333332
568,28124,2026-09-24,2026-08-15,Rest,Android,5,1,0,5,40,0,6,2,0.8333333333333334,0.8333333333333334,6.666666666666667
569,28126,2026-09-24,2026-08-15,Rest,Web,1,2,5,1,64,0,8,3,0.125,0.125,8.0
570,28128,2026-09-24,2026-08-15,India,iOS,1,1,1,0,39,0,3,3,0.3333333333333333,0.0,13.0
571,28129,2026-09-24,2026-08-15,US,iOS,4,4,9,1,192,1,17,3,0.23529411764705882,0.058823529411764705,11.294117647058824
572,28130,2026-09-24,2026-08-15,India,Android,2,2,1,3,116,1,5,3,0.4,0.6,23.2
573,28133,2026-09-24,2026-08-15,US,iOS,6,2,5,5,184,1,13,3,0.46153846153846156,0.38461538461538464,14.153846153846153
574,28135,2026-09-24,2026-08-15,US,Android,2,2,1,5,40,0,5,3,0.4,1.0,8.0
575,28137,2026-09-24,2026-08-15,US,iOS,3,3,10,4,137,1,16,3,0.1875,0.25,8.5625
576,28139,2026-09-24,2026-08-15,US,Android,1,6,1,1,68,1,8,3,0.125,0.125,8.5
577,28141,2026-09-24,2026-08-15,Rest,iOS,3,2,3,6,164,1,8,3,0.375,0.75,20.5
578,28144,2026-09-24,2026-08-15,Rest,Web,1,1,2,4,34,0,4,3,0.25,1.0,8.5
579,28146,2026-09-24,2026-08-15,India,Android,1,3,1,1,50,0,5,3,0.2,0.2,10.0
580,28148,2026-09-24,2026-08-15,Rest,Web,0,2,0,0,7,0,2,1,0.0,0.0,3.5
581,28149,2026-09-24,2026-08-15,India,iOS,1,2,1,2,31,1,4,3,0.25,0.5,7.75
582,28150,2026-09-24,2026-08-15,US,Web,7,6,3,2,199,1,16,3,0.4375,0.125,12.4375
583,28151,2026-09-24,2026-08-15,US,Android,1,0,0,0,3,0,1,1,1.0,0.0,3.0
584,28154,2026-09-24,2026-08-15,Rest,Android,2,1,1,3,42,1,4,3,0.5,0.75,10.5
585,28155,2026-09-24,2026-08-15,EU,Web,4,3,2,4,128,1,9,3,0.4444444444444444,0.4444444444444444,14.222222222222221
586,28161,2026-09-24,2026-08-15,US,Web,2,2,8,5,107,1,12,3,0.16666666666666666,0.4166666666666667,8.916666666666666
587,28162,2026-09-24,2026-08-15,Rest,Android,2,6,4,1,117,1,12,3,0.16666666666666666,0.08333333333333333,9.75
588,28163,2026-09-24,2026-08-15,EU,iOS,0,0,4,1,35,0,4,1,0.0,0.25,8.75
589,28165,2026-09-24,2026-08-15,Rest,iOS,2,2,3,6,51,1,7,3,0.2857142857142857,0.8571428571428571,7.285714285714286
590,28166,2026-09-24,2026-08-15,Rest,Android,3,1,4,4,99,1,8,3,0.375,0.5,12.375
591,28167,2026-09-24,2026-08-15,US,Android,4,7,2,4,130,1,13,3,0.3076923076923077,0.3076923076923077,10.0
592,28168,2026-09-24,2026-08-15,EU,Web,1,0,1,0,25,0,2,2,0.5,0.0,12.5
593,28173,2026-09-24,2026-08-15,Rest,iOS,2,3,3,2,72,1,8,3,0.25,0.25,9.0
594,28174,2026-09-24,2026-08-15,US,Web,0,1,1,2,23,0,2,2,0.0,1.0,11.5
595,28175,2026-09-24,2026-08-15,US,iOS,4,2,0,1,90,0,6,2,0.6666666666666666,0.16666666666666666,15.0
596,28176,2026-09-24,2026-08-15,India,Web,5,3,2,7,134,1,10,3,0.5,0.7,13.4
597,28178,2026-09-24,2026-08-15,EU,Android,3,4,3,2,104,0,10,3,0.3,0.2,10.4
598,28179,2026-09-24,2026-08-15,US,iOS,1,0,0,1,8,0,1,1,1.0,1.0,8.0
599,28183,2026-09-24,2026-08-15,US,iOS,3,3,3,2,131,1,9,3,0.3333333333333333,0.2222222222222222,14.555555555555555
600,28186,2026-09-24,2026-08-16,India,Web,20,1,4,6,248,0,25,3,0.8,0.24,9.92
601,28190,2026-09-24,2026-08-16,Rest,Android,6,5,11,13,122,1,22,3,0.2727272727272727,0.5909090909090909,5.545454545454546
602,28194,2026-09-24,2026-08-16,US,Web,5,3,1,4,165,1,9,3,0.5555555555555556,0.4444444444444444,18.333333333333332
603,28195,2026-09-24,2026-08-16,India,Android,1,2,3,2,44,0,6,3,0.16666666666666666,0.3333333333333333,7.333333333333333
604,28197,2026-09-24,2026-08-16,Rest,Web,2,7,2,4,148,1,11,3,0.18181818181818182,0.36363636363636365,13.454545454545455
605,28198,2026-09-24,2026-08-16,US,iOS,4,2,1,3,112,1,7,3,0.5714285714285714,0.42857142857142855,16.0
606,28200,2026-09-24,2026-08-16,India,Web,6,6,2,2,165,1,14,3,0.42857142857142855,0.14285714285714285,11.785714285714286
607,28202,2026-09-24,2026-08-16,US,Android,3,2,7,4,117,1,12,3,0.25,0.3333333333333333,9.75
608,28203,2026-09-24,2026-08-16,US,Web,1,0,1,0,43,0,2,2,0.5,0.0,21.5
609,28204,2026-09-24,2026-08-16,EU,iOS,4,1,1,2,54,0,6,3,0.6666666666666666,0.3333333333333333,9.0
610,28205,2026-09-24,2026-08-16,US,Web,2,5,6,4,163,1,13,3,0.15384615384615385,0.3076923076923077,12.538461538461538
611,28206,2026-09-24,2026-08-16,US,Web,1,5,1,2,77,1,7,3,0.14285714285714285,0.2857142857142857,11.0
612,28207,2026-09-24,2026-08-16,EU,Web,2,2,4,1,113,0,8,3,0.25,0.125,14.125
613,28208,2026-09-24,2026-08-16,US,Web,2,2,4,2,150,1,8,3,0.25,0.25,18.75
614,28212,2026-09-24,2026-08-16,US,iOS,6,5,9,5,215,1,20,3,0.3,0.25,10.75
615,28218,2026-09-24,2026-08-16,US,iOS,1,0,1,0,15,0,2,2,0.5,0.0,7.5
616,28219,2026-09-24,2026-08-16,EU,iOS,0,5,4,0,97,0,9,2,0.0,0.0,10.777777777777779
617,28220,2026-09-24,2026-08-16,US,iOS,5,6,4,6,154,1,15,3,0.3333333333333333,0.4,10.266666666666667
618,28222,2026-09-24,2026-08-16,EU,Android,7,4,4,0,148,1,15,3,0.4666666666666667,0.0,9.866666666666667
619,28223,2026-09-24,2026-08-16,EU,Android,2,0,2,1,50,0,4,2,0.5,0.25,12.5
620,28224,2026-09-24,2026-08-16,Rest,Android,5,0,0,1,56,0,5,1,1.0,0.2,11.2
621,28225,2026-09-24,2026-08-16,Rest,iOS,4,4,3,9,100,1,11,3,0.36363636363636365,0.8181818181818182,9.090909090909092
622,28227,2026-09-24,2026-08-16,US,iOS,1,3,1,3,62,0,5,3,0.2,0.6,12.4
623,28229,2026-09-24,2026-08-16,EU,Web,2,2,2,3,51,0,6,3,0.3333333333333333,0.5,8.5
624,28232,2026-09-24,2026-08-16,US,iOS,10,11,7,3,247,1,28,3,0.35714285714285715,0.10714285714285714,8.821428571428571
625,28233,2026-09-24,2026-08-16,Rest,iOS,1,3,2,1,85,1,6,3,0.16666666666666666,0.16666666666666666,14.166666666666666
626,28234,2026-09-24,2026-08-16,US,iOS,3,1,1,1,50,0,5,3,0.6,0.2,10.0
627,28235,2026-09-24,2026-08-16,Rest,Android,9,0,0,5,86,1,9,1,1.0,0.5555555555555556,9.555555555555555
628,28237,2026-09-24,2026-08-16,Rest,Android,4,3,2,4,92,1,9,3,0.4444444444444444,0.4444444444444444,10.222222222222221
629,28238,2026-09-24,2026-08-16,US,Web,2,1,3,1,61,1,6,3,0.3333333333333333,0.16666666666666666,10.166666666666666
630,28239,2026-09-24,2026-08-16,EU,Android,2,4,0,3,40,1,6,2,0.3333333333333333,0.5,6.666666666666667
631,28240,2026-09-24,2026-08-16,US,Web,5,2,3,1,98,1,10,3,0.5,0.1,9.8
632,28241,2026-09-24,2026-08-16,EU,Android,1,3,0,1,25,0,4,2,0.25,0.25,6.25
633,28242,2026-09-24,2026-08-16,India,Android,4,3,1,2,162,0,8,3,0.5,0.25,20.25
634,28243,2026-09-24,2026-08-16,India,iOS,5,6,9,3,202,1,20,3,0.25,0.15,10.1
635,28244,2026-09-24,2026-08-16,EU,Android,4,5,1,4,71,1,10,3,0.4,0.4,7.1
636,28245,2026-09-24,2026-08-16,Rest,Android,1,3,1,1,58,1,5,3,0.2,0.2,11.6
637,28248,2026-09-24,2026-08-16,EU,Web,4,6,7,5,173,1,17,3,0.23529411764705882,0.29411764705882354,10.176470588235293
638,28250,2026-09-24,2026-08-16,EU,Android,1,0,0,1,5,0,1,1,1.0,1.0,5.0
639,28251,2026-09-24,2026-08-16,US,iOS,2,0,1,3,40,0,3,2,0.6666666666666666,1.0,13.333333333333334
640,28252,2026-09-24,2026-08-16,Rest,Android,0,0,3,2,16,0,3,1,0.0,0.6666666666666666,5.333333333333333
641,28258,2026-09-24,2026-08-17,US,Web,8,3,1,2,74,0,12,3,0.6666666666666666,0.16666666666666666,6.166666666666667
642,28260,2026-09-24,2026-08-17,EU,Android,1,1,0,1,18,0,2,2,0.5,0.5,9.0
643,28262,2026-09-24,2026-08-17,EU,Web,11,1,2,2,173,0,14,3,0.7857142857142857,0.14285714285714285,12.357142857142858
644,28263,2026-09-24,2026-08-17,US,iOS,1,2,2,3,36,1,5,3,0.2,0.6,7.2
645,28264,2026-09-24,2026-08-17,India,Web,7,2,2,2,78,0,11,3,0.6363636363636364,0.18181818181818182,7.090909090909091
646,28265,2026-09-24,2026-08-17,US,Android,10,0,0,5,66,0,10,1,1.0,0.5,6.6
647,28268,2026-09-24,2026-08-17,Rest,Android,0,0,0,0,0,1,0,0,0.0,0.0,0.0
648,28269,2026-09-24,2026-08-17,Rest,Android,0,2,2,1,43,1,4,2,0.0,0.25,10.75
649,28271,2026-09-24,2026-08-17,Rest,Web,4,1,1,2,80,1,6,3,0.6666666666666666,0.3333333333333333,13.333333333333334
650,28272,2026-09-24,2026-08-17,US,Web,1,0,0,0,12,0,1,1,1.0,0.0,12.0
651,28276,2026-09-24,2026-08-17,US,iOS,32,3,4,27,383,0,39,3,0.8205128205128205,0.6923076923076923,9.820512820512821
652,28279,2026-09-24,2026-08-17,EU,Web,1,5,5,1,80,1,11,3,0.09090909090909091,0.09090909090909091,7.2727272727272725
653,28281,2026-09-24,2026-08-17,Rest,Android,0,5,1,4,35,1,6,2,0.0,0.6666666666666666,5.833333333333333
654,28282,2026-09-24,2026-08-17,Rest,Web,0,0,1,0,9,0,1,1,0.0,0.0,9.0
655,28283,2026-09-24,2026-08-17,EU,Android,4,1,2,3,110,1,7,3,0.5714285714285714,0.42857142857142855,15.714285714285714
656,28286,2026-09-24,2026-08-17,Rest,Web,2,1,3,1,56,1,6,3,0.3333333333333333,0.16666666666666666,9.333333333333334
657,28287,2026-09-24,2026-08-17,US,Android,8,6,11,18,237,1,25,3,0.32,0.72,9.48
658,28288,2026-09-24,2026-08-17,EU,Web,0,2,0,1,6,0,2,1,0.0,0.5,3.0
659,28290,2026-09-24,2026-08-17,EU,Web,10,4,4,2,195,1,18,3,0.5555555555555556,0.1111111111111111,10.833333333333334
660,28292,2026-09-24,2026-08-17,India,iOS,2,4,3,6,76,1,9,3,0.2222222222222222,0.6666666666666666,8.444444444444445
661,28293,2026-09-24,2026-08-17,Rest,Web,2,1,2,1,88,0,5,3,0.4,0.2,17.6
662,28295,2026-09-24,2026-08-17,US,Android,2,3,4,6,53,1,9,3,0.2222222222222222,0.6666666666666666,5.888888888888889
663,28296,2026-09-24,2026-08-17,EU,Android,2,2,2,4,81,1,6,3,0.3333333333333333,0.6666666666666666,13.5
664,28297,2026-09-24,2026-08-17,US,Android,4,1,1,1,64,0,6,3,0.6666666666666666,0.16666666666666666,10.666666666666666
665,28298,2026-09-24,2026-08-17,Rest,Android,1,2,4,5,64,0,7,3,0.14285714285714285,0.7142857142857143,9.142857142857142
666,28299,2026-09-24,2026-08-17,US,Android,0,0,1,1,7,0,1,1,0.0,1.0,7.0
667,28305,2026-09-24,2026-08-17,Rest,iOS,7,4,3,9,147,1,14,3,0.5,0.6428571428571429,10.5
668,28308,2026-09-24,2026-08-17,India,Web,2,3,2,2,34,1,7,3,0.2857142857142857,0.2857142857142857,4.857142857142857
669,28309,2026-09-24,2026-08-17,Rest,Web,2,2,2,0,68,1,6,3,0.3333333333333333,0.0,11.333333333333334
670,28310,2026-09-24,2026-08-17,India,Web,1,2,0,2,52,0,3,2,0.3333333333333333,0.6666666666666666,17.333333333333332
671,28311,2026-09-24,2026-08-17,Rest,Android,2,2,3,3,42,1,7,3,0.2857142857142857,0.42857142857142855,6.0
672,28313,2026-09-24,2026-08-17,US,Android,6,0,1,2,142,0,7,2,0.8571428571428571,0.2857142857142857,20.285714285714285
673,28314,2026-09-24,2026-08-17,US,Web,3,0,0,1,105,0,3,1,1.0,0.3333333333333333,35.0
674,28315,2026-09-24,2026-08-17,US,Android,3,2,3,1,108,1,8,3,0.375,0.125,13.5
675,28317,2026-09-24,2026-08-17,US,Web,4,1,0,2,36,0,5,2,0.8,0.4,7.2
676,28318,2026-09-24,2026-08-17,US,Web,1,2,1,1,93,0,4,3,0.25,0.25,23.25
677,28319,2026-09-24,2026-08-17,US,iOS,4,3,4,10,85,1,11,3,0.36363636363636365,0.9090909090909091,7.7272727272727275
678,28320,2026-09-24,2026-08-17,US,Android,4,6,5,10,183,1,15,3,0.26666666666666666,0.6666666666666666,12.2
679,28321,2026-09-24,2026-08-17,US,Android,3,9,1,3,230,1,13,3,0.23076923076923078,0.23076923076923078,17.692307692307693
680,28322,2026-09-24,2026-08-17,Rest,iOS,1,1,2,1,27,1,4,3,0.25,0.25,6.75
681,28323,2026-09-24,2026-08-17,India,Android,3,3,2,2,60,1,8,3,0.375,0.25,7.5
682,28324,2026-09-24,2026-08-17,Rest,iOS,5,2,7,4,99,1,14,3,0.35714285714285715,0.2857142857142857,7.071428571428571
683,28329,2026-09-24,2026-08-17,US,Android,6,0,0,5,39,0,6,1,1.0,0.8333333333333334,6.5
684,28330,2026-09-24,2026-08-17,Rest,Android,26,0,0,4,265,0,26,1,1.0,0.15384615384615385,10.192307692307692
685,28331,2026-09-24,2026-08-17,EU,iOS,2,4,5,0,103,1,11,3,0.18181818181818182,0.0,9.363636363636363
686,28332,2026-09-24,2026-08-17,Rest,iOS,1,2,0,3,27,0,3,2,0.3333333333333333,1.0,9.0
687,28334,2026-09-24,2026-08-17,Rest,Android,2,4,2,6,83,1,8,3,0.25,0.75,10.375
688,28336,2026-09-24,2026-08-18,India,Web,10,1,1,11,107,0,12,3,0.8333333333333334,0.9166666666666666,8.916666666666666
689,28338,2026-09-24,2026-08-18,India,iOS,6,4,2,7,98,1,12,3,0.5,0.5833333333333334,8.166666666666666
690,28341,2026-09-24,2026-08-18,India,iOS,5,9,11,17,289,1,25,3,0.2,0.68,11.56
691,28344,2026-09-24,2026-08-18,US,Android,1,2,4,6,43,1,7,3,0.14285714285714285,0.8571428571428571,6.142857142857143
692,28345,2026-09-24,2026-08-18,US,Web,1,2,2,4,41,0,5,3,0.2,0.8,8.2
693,28346,2026-09-24,2026-08-18,India,iOS,2,0,2,0,48,1,4,2,0.5,0.0,12.0
694,28348,2026-09-24,2026-08-18,EU,Web,9,1,0,4,131,0,10,2,0.9,0.4,13.1
695,28352,2026-09-24,2026-08-18,Rest,Android,3,4,1,4,101,1,8,3,0.375,0.5,12.625
